0.326615304,0.0566996969,0.201855227,0.41482985
0.291700184,0.140757382,0.0590161495,0.508526325
0.117520437,0.351829737,0.296363026,0.234286815
0.0272921361,0.849517763,0.117328882,0.00586117618
0.0310171396,0.92537415,0.0158377495,0.0277709942
0.436216176,0.0432004705,0.312315404,0.208267942
0.531607866,0.033397872,0.0878757313,0.347118497
0.283358842,0.0768755004,0.320232689,0.319532931
0.313950181,0.160154864,0.113817096,0.412077785
0.444956601,0.0443142205,0.31113559,0.199593544
0.0309325438,0.854479074,0.00666356739,0.107924819
0.208414286,0.170869425,0.0355560482,0.585160255
